Customer_ID,Total_Sales,Total_Profit,Total_Orders,Total_Quantity,Profit_Margin_%,Customer_Name,Email,Phone,City,State,Region,Segment
C016,89738.5,25439.5,11,35,28.348479192319907,Utkarsh Gole,alexanderbala@example.org,914572230050,Bilaspur,West Bengal,West,Corporate
C017,11278.400000000001,5170.4,2,5,45.843382040005665,Gautam Kala,rajuaarush@example.org,8435375297,Shahjahanpur,Bihar,North,Corporate
C018,23184.45,7494.45,3,9,32.32533012428589,Jai Bakshi,ekanta50@example.com,5207297017,Jorhat,Odisha,East,Corporate
C019,36978.2,11547.2,4,10,31.22704728732064,Gavin Sibal,upadhritirastogi@example.org,1213596536,Lucknow,Madhya Pradesh,South,Home Office
C020,43271.6,13424.6,4,17,31.02404348348571,Pranav Banerjee,fnori@example.org,910337827524,Nadiad,Meghalaya,West,Consumer
C021,29905.95,9503.95,5,17,31.779461946535726,Pahal Mangal,lkaur@example.org,1900554344,Buxar,Karnataka,West,Consumer
C022,32779.3,9417.3,5,15,28.729411549361938,Qasim Vora,harishraju@example.net,916082416894,Alwar,Telangana,North,Consumer
C023,12843.5,2922.5,2,9,22.754700821427182,Jalsa Nagi,harrisonsaran@example.com,3178033409,Agra,Odisha,East,Consumer
C024,10067.4,3387.4,2,8,33.64721775234917,Zaid Manda,mandaridhi@example.com,5903375982,Chinsurah,Punjab,East,Home Office
C025,44740.45,13968.45,6,18,31.22107622967583,Saumya Purohit,warjas42@example.net,5698651600,Patiala,Telangana,West,Home Office
C026,36978.5,12608.5,5,13,34.09684005570804,Warda Koshy,bakhshi83@example.org,6636025414,Ongole,West Bengal,East,Consumer
C027,78598.7,31401.7,10,31,39.9519330472387,Bhavika Subramanian,dinnetra@example.org,4741696080,Morena,Nagaland,North,Home Office
C028,56942.95,13620.95,5,14,23.920344836366926,Upma Kaur,chaitanyaranganathan@example.net,4725513603,Mahbubnagar,Tamil Nadu,North,Corporate
C029,73119.15,21307.15,7,26,29.1403141311134,Ishwar Bora,jmagar@example.net,4970043029,Aligarh,Maharashtra,West,Corporate
C030,26113.8,9540.8,5,13,36.53547166632202,Abhiram Wali,upmarout@example.com,3662515842,Howrah,Haryana,East,Home Office
C031,72984.15,25736.15,7,25,35.26265634387741,Odika Morar,nikitasharma@example.org,911536626071,Mango,Tripura,West,Corporate
C032,18885.9,6342.9,4,11,33.58537321493812,Krisha Palla,hayeranamika@example.net,4966371537,Tirupati,Tripura,East,Home Office
C033,42356.3,10377.3,4,12,24.500015346005195,Yachana Parmer,hemalkrish@example.org,5586003405,Panihati,Madhya Pradesh,West,Consumer
C034,36052.6,10263.6,6,15,28.468404497872555,Jyoti Bava,abha13@example.org,914212007638,Guntakal,Andhra Pradesh,West,Consumer
C035,55636.15,18493.15,6,18,33.23944953056601,Tanay Buch,dhari@example.com,5151689564,Sasaram,Haryana,South,Consumer
C036,18031.75,6217.75,5,11,34.48223272838188,Meera Hayre,walibachittar@example.com,9879275931,Kalyan-Dombivli,Uttar Pradesh,North,Consumer
C037,39519.15,14154.15,5,12,35.815927215033724,Lakshit Sekhon,routmaya@example.net,918817916042,Hospet,Jharkhand,East,Corporate
C038,18453.9,7225.9,2,8,39.15649266550702,Kashvi Pandey,ojasvi81@example.org,911471787153,Kumbakonam,Goa,West,Consumer
C039,21356.2,7162.2,2,6,33.53686517264307,Chasmum Sarna,yashsridhar@example.com,6223577820,Fatehpur,Nagaland,North,Corporate
C040,67440.05,20168.05,5,15,29.90515279867082,Gaurav Natarajan,sibalayush@example.org,911935906073,Ozhukarai,Arunachal Pradesh,South,Consumer
C041,66893.5,22525.5,10,23,33.67367531972464,Ekansh Oommen,indira65@example.com,915987109110,Ahmedabad,Chhattisgarh,East,Corporate
C042,58305.0,19656.0,6,24,33.7123745819398,Ekaja Krishnamurthy,parmarjackson@example.net,2663385140,Raebareli,Gujarat,East,Home Office
C043,25944.7,11382.7,2,8,43.87292973131314,Deepa Jhaveri,sidhusneha@example.com,9772997011,Panchkula,Meghalaya,East,Home Office
C044,34390.0,11442.0,8,22,33.27129979645246,Ubika Suresh,kyogi@example.net,6647497021,Tinsukia,Sikkim,South,Consumer
C045,24617.0,6572.0,2,10,26.696998009505624,Darsh Dara,devikacheema@example.com,918866874867,Latur,Tripura,West,Home Office
C046,10318.25,1446.25,3,5,14.016427204225524,Ekanta Barad,megha09@example.com,4309035331,Bhavnagar,Assam,South,Home Office
C047,37928.1,14173.1,6,20,37.3683364049346,Sai Korpal,ygara@example.com,2983844025,Buxar,Manipur,South,Consumer
C048,22858.95,8696.95,3,11,38.046148226405855,Chavvi Batra,qwable@example.org,6145597170,Madanapalle,Arunachal Pradesh,East,Corporate
C049,45492.1,16352.1,4,14,35.944922305191454,Ekapad Ahluwalia,yamini05@example.org,2969945183,Bahraich,Assam,West,Consumer
C050,111856.3,39436.3,12,42,35.25621712858373,Rajeshri Ravel,shivansh05@example.com,918951712622,Munger,Gujarat,North,Home Office
C051,26147.2,9235.199999999999,4,13,35.32003426753151,Kala Raval,mjaggi@example.org,917975129277,Patiala,Tripura,South,Home Office
C052,51989.1,15218.1,7,20,29.271712724398004,Keya Madan,darika93@example.org,4879094133,Howrah,Goa,East,Home Office
C053,19675.300000000003,6670.299999999999,4,6,33.90189730270948,Yasti Raj,esankaran@example.net,919691724673,Dhanbad,Karnataka,North,Corporate
C054,84567.3,30466.3,7,25,36.02609992278339,Oni Bumb,lakshmikibe@example.org,7404594989,Siwan,Punjab,West,Corporate
C055,58117.3,19604.3,5,16,33.73229657950386,Ishaan Bhasin,mgade@example.org,8712937688,Gopalpur,Chhattisgarh,South,Home Office
C056,109014.2,35930.2,9,36,32.95919247217335,Abha Salvi,utkarshbhalla@example.net,912058849039,Nellore,West Bengal,West,Corporate
C057,53111.8,12266.8,8,26,23.096185781690696,Nathan Sundaram,rajata51@example.net,918077022697,Vijayawada,Jharkhand,East,Corporate
C058,46185.45,16043.45,5,18,34.737022157411054,Upma Sinha,chamelimodi@example.net,9550770648,Ambattur,Goa,South,Home Office
C059,51504.3,20571.3,5,15,39.94093697031121,Kavya Mannan,uahluwalia@example.net,5098077647,Hajipur,Tamil Nadu,West,Consumer
C060,51927.15,13419.15,5,19,25.842261707026093,Siddharth Mann,jhaishwar@example.com,7867793843,Latur,Tamil Nadu,West,Consumer
C061,52489.0,20889.0,5,18,39.796909828726015,Warjas Acharya,faris41@example.com,3120142664,Bilaspur,Gujarat,West,Corporate
C062,55879.6,18244.6,5,16,32.64984001317117,Logan Vora,manan26@example.com,4605456256,Tiruppur,Tamil Nadu,East,Corporate
C063,24399.4,11038.4,3,9,45.2404567325426,Viraj Chandran,uvarma@example.org,6346514054,Sambhal,Assam,West,Home Office
C064,66335.7,28050.7,6,23,42.285978741461996,Lipika Brar,tarya@example.net,4754848513,Raebareli,Himachal Pradesh,North,Corporate
C065,22594.65,8322.65,3,7,36.8346046519862,Watika Apte,shroffodika@example.org,919297584050,Alappuzha,Odisha,South,Home Office
C066,22044.45,6587.45,3,7,29.8825781545922,Vidhi Bath,lchadha@example.net,916796048781,Davanagere,Bihar,West,Home Office
C067,22530.8,8460.8,2,7,37.55215083352566,Ati Ram,poojanarasimhan@example.org,912185870345,Durg,West Bengal,South,Consumer
C069,29557.05,10304.050000000001,6,16,34.86156433067576,Nachiket Dube,jananisundaram@example.org,5677057307,Medininagar,Uttarakhand,South,Home Office
C070,24153.5,9588.5,4,14,39.698180387935494,Ati Panchal,harrisonrastogi@example.net,915920558962,Bangalore,Arunachal Pradesh,North,Home Office
C071,7550.0,2768.0,1,2,36.66225165562914,Yashawini Muni,nachiketsha@example.org,7067217250,Kochi,Maharashtra,East,Corporate
C072,40420.0,13889.0,7,20,34.361702127659576,Ladli Iyer,nkar@example.net,917117995516,Hospet,Rajasthan,North,Corporate
C073,91753.5,27117.5,12,35,29.55473088220068,Jagrati Choudhry,darsh85@example.org,910706712852,Cuttack,Tripura,South,Consumer
C074,30720.5,11039.5,5,9,35.93528751159649,Ekapad Rajagopal,kadeqabil@example.org,910932476729,Karimnagar,Karnataka,East,Home Office
C075,31392.05,11023.05,4,9,35.11414514184323,Charles Sarma,deojack@example.com,914715208764,Dharmavaram,Manipur,South,Home Office
C076,29265.4,10389.4,5,15,35.50062531180165,Chatresh Devi,jtrivedi@example.org,9834140557,Ajmer,Maharashtra,East,Consumer
C077,27403.3,9216.3,6,14,33.632080807785925,Anjali Khosla,kapoorchaman@example.com,915393856521,Bhind,Haryana,South,Corporate
C078,4823.7,1369.7,2,3,28.39521529116653,Wridesh Walia,farhan49@example.com,6958576115,Katni,Jharkhand,East,Corporate
C079,60284.55,19484.55,7,26,32.32096781016031,Bhavika Kibe,hrastogi@example.com,912141136285,Sasaram,Mizoram,South,Home Office
C080,24952.85,10648.85,4,13,42.67588672235837,Jagrati Boase,msen@example.net,919827102015,Thane,Jharkhand,East,Corporate
C081,23953.0,10315.0,3,10,43.06349935289943,Faraj Choudhury,amahal@example.net,913218616645,Malda,Chhattisgarh,South,Home Office
C082,13559.75,4484.75,2,10,33.073987352274195,Zehaan Suresh,dakshsubramaniam@example.com,640569040,Rajahmundry,Punjab,North,Corporate
C083,71336.25,22647.25,5,20,31.74718323433037,Oeshi Bumb,aarushraja@example.net,915969167739,Ahmedabad,Punjab,South,Corporate
C084,48735.6,14974.599999999999,5,20,30.72620425315375,Janya Kannan,rushil38@example.net,2330480228,Jalandhar,Kerala,South,Home Office
C086,47921.2,14312.2,7,22,29.866113536388912,Sathvik Upadhyay,vidhimore@example.net,917583281586,Solapur,Manipur,East,Consumer
C087,67906.9,25234.9,7,22,37.161024873760994,Raksha Zachariah,comarcharvi@example.org,918544540229,Kanpur,Punjab,South,Corporate
C088,24143.35,9314.35,4,14,38.57936036217012,Nirja Seshadri,bhavanimutti@example.net,445055785,Bhagalpur,Jharkhand,West,Corporate
C089,49350.75,13240.75,7,23,26.82988607062709,Teerth Chatterjee,mangalforum@example.net,917998862673,Navi Mumbai,Bihar,East,Corporate
C090,27035.85,7417.85,6,18,27.437088162569335,Omya Natt,cchowdhury@example.com,4184160695,Phagwara,Gujarat,South,Corporate
C091,18226.05,5434.05,4,9,29.814743183520292,Bhavna Peri,chakrabartisathvik@example.com,6374922678,Proddatur,Assam,East,Corporate
C092,10250.5,3910.5,4,5,38.149358567874735,Praneel Buch,swaminathanijaya@example.com,7722095188,Silchar,Tamil Nadu,North,Corporate
C093,36259.05,10907.05,5,17,30.080903939843978,Gaurang Tak,sanyatoor@example.com,9147048641,Gorakhpur,Gujarat,East,Corporate
C094,39742.05,12193.05,6,13,30.68047571778506,Samarth Mahajan,anshraman@example.org,73204202,Proddatur,Tripura,West,Home Office
C095,37735.15,15823.149999999998,5,11,41.93212429260251,Jai Sandal,jhalak30@example.org,9140932350,Bhubaneswar,West Bengal,North,Consumer
C096,88622.55,29979.55,8,28,33.82835407015483,David Chahal,kaurlopa@example.org,918532487046,Tinsukia,Chhattisgarh,East,Consumer
C097,24943.8,4665.8,3,13,18.70524940065267,Aadhya Kale,fzachariah@example.org,917837391106,Solapur,Madhya Pradesh,South,Consumer
C098,41710.05,11534.05,7,19,27.6529277716042,Fiyaz Thakkar,reva05@example.net,911605496441,Jamnagar,Maharashtra,North,Home Office
C099,49902.55,14645.55,7,17,29.348299836381102,Aadhya Sabharwal,lbarman@example.org,2781024590,Aurangabad,Sikkim,West,Corporate
C100,14484.4,5940.4,2,6,41.01239954709895,Unnati Gandhi,tperi@example.com,3795445176,Dharmavaram,Madhya Pradesh,East,Home Office
C101,52397.15,14262.15,9,31,27.219323951779817,Tanay Grewal,gulatianthony@example.org,917705325679,Bathinda,Manipur,North,Home Office
C102,17650.65,4898.65,5,9,27.753368856104444,Isaiah De,uroy@example.org,760825131,Bellary,Himachal Pradesh,South,Corporate
C103,71384.65,26460.649999999998,6,22,37.06770293053198,Mohini Mannan,zmajumdar@example.net,2512700825,Panihati,Tripura,West,Home Office
C104,61155.3,19419.3,8,20,31.754075280474463,Robert Chacko,sampathzaid@example.net,3170944679,Shivpuri,Karnataka,East,Home Office
C105,47271.799999999996,18108.8,5,15,38.30782834586371,Mugdha Srinivasan,utkarshparmar@example.net,2803948072,Mango,Assam,South,Corporate
C106,15660.0,5248.0,1,4,33.51213282247765,Urvashi Subramaniam,bhavna56@example.org,916719886210,Muzaffarpur,Uttarakhand,East,Consumer
C107,30891.65,9612.65,4,10,31.117308398871536,Atharv Barman,watika10@example.com,6013694384,Sangli-Miraj & Kupwad,Odisha,West,Corporate
C108,19873.6,5787.6,3,10,29.12205136462443,Yashica Pandey,nathanielthakkar@example.org,914134925047,Karaikudi,Rajasthan,West,Corporate
C109,57636.600000000006,19449.6,6,20,33.74522438866969,Amrita Johal,zaitra00@example.net,5875030865,Jorhat,Odisha,North,Corporate
C110,44947.5,16430.5,5,19,36.55486957005395,Arunima Viswanathan,reva80@example.org,8111489435,Alwar,Jharkhand,South,Corporate
C111,16407.0,2257.0,1,5,13.756323520448587,Lakshmi Ratta,vyanjana89@example.com,4964258972,Ujjain,Telangana,South,Consumer
C112,36925.8,10286.8,6,22,27.858028803709058,Maanav Saxena,praneelsama@example.com,4691267668,Udaipur,Mizoram,East,Corporate
C113,28788.25,7313.25,3,11,25.40359347997881,Fitan Kumer,dchakrabarti@example.com,2846874639,Nandyal,Uttar Pradesh,North,Consumer
C114,40384.9,10709.9,4,11,26.51956548115756,Chatura Kunda,dutttara@example.com,5266763268,Silchar,Telangana,North,Home Office
C115,64937.75,19281.75,6,18,29.69266720821094,Wakeeta Swaminathan,rajukrisha@example.net,4940595193,Bangalore,Odisha,East,Home Office
C116,44585.7,16075.7,7,16,36.05573087335177,Tristan Arya,anitaprasad@example.com,915128339933,Guntakal,Tripura,South,Corporate
C117,57431.6,20524.6,8,23,35.73746857130917,Atharv Anand,zachariahlakshit@example.org,4084285393,Durgapur,Madhya Pradesh,North,Corporate
C118,74675.4,22823.4,9,24,30.56347873596928,Yashasvi Rao,gaurangbrar@example.net,911181268417,Suryapet,Tripura,North,Corporate
C119,14912.2,3655.2,2,7,24.51147382679953,Charvi Choudhury,sodhiayaan@example.com,916927226993,Ulhasnagar,Jharkhand,South,Consumer
C120,50337.0,19077.0,7,21,37.89856368079146,Jairaj Sachdeva,manya31@example.net,915991301620,Coimbatore,Telangana,West,Corporate
C121,39739.8,10104.8,6,20,25.42740527128974,Damyanti Chaudhary,watika64@example.com,5135596955,Visakhapatnam,Karnataka,West,Corporate
C122,22135.6,6335.6,2,8,28.621767650300878,Harita Chand,ysubramaniam@example.org,2857384194,Jorhat,Kerala,South,Consumer
C123,42709.9,15581.9,6,15,36.48311047321581,Warda Vig,meerabhattacharyya@example.com,1795776777,Darbhanga,West Bengal,West,Corporate
C124,17193.6,7573.6,1,4,44.04894844593338,Naveen Balakrishnan,pauliam@example.com,914757994110,Ranchi,Mizoram,East,Consumer
C125,72868.9,15759.9,8,24,21.62774516975006,Manya Dugar,balendra34@example.org,910746182066,Ghaziabad,Nagaland,East,Corporate
C126,14567.4,5246.4,4,11,36.01466287738375,Krishna Arya,mitalwazir@example.net,918809342240,Bhubaneswar,Arunachal Pradesh,West,Corporate
C127,40196.5,12940.5,5,14,32.19310138942445,Isaiah Agarwal,wbera@example.org,1172074255,Kharagpur,Telangana,West,Corporate
C128,53251.8,16385.800000000003,7,24,30.770415272347606,William Choudhary,revabandi@example.com,1867433994,Udupi,Uttarakhand,East,Home Office
C129,32264.9,8389.9,5,15,26.00317992617364,Sanaya Oak,sachi03@example.net,6812519222,Gwalior,Maharashtra,East,Corporate
C130,12991.95,5448.95,2,4,41.940971139821194,Inaya Gulati,falan37@example.net,4359733803,Cuttack,Bihar,West,Consumer
C131,61769.2,17397.2,10,27,28.164845910259483,Maya Bava,tandoninaya@example.net,910569770138,Sagar,Telangana,East,Consumer
C132,12305.2,4375.2,5,10,35.555700029255924,Tamanna Memon,garaqarin@example.net,9964808796,Rohtak,Arunachal Pradesh,North,Consumer
C133,53014.85,13786.85,10,15,26.00563804292571,Tripti Kibe,wmani@example.org,7219697894,Kavali,Karnataka,East,Corporate
C134,22798.3,7028.3,3,10,30.828175785036606,Rachita Roy,dhegde@example.org,6976935186,Thanjavur,Gujarat,West,Home Office
C135,66579.1,23172.1,6,22,34.8038648765153,Ekaja Ramakrishnan,praneelrajagopal@example.net,1889685216,Kottayam,Jharkhand,South,Corporate
C136,57794.75,18922.75,6,18,32.74129570592484,Krisha Vaidya,zapte@example.org,911356654683,Fatehpur,Chhattisgarh,South,Corporate
C137,21747.2,8212.2,3,9,37.76210270747499,Chandran Ben,virklaksh@example.net,918578110631,Jaipur,Assam,South,Home Office
C138,2590.0499999999997,820.0500000000001,2,5,31.661550935310135,Damini Sule,wsha@example.net,5416526544,Chittoor,Odisha,North,Home Office
C139,3134.3,1197.3,2,3,38.199917046868514,Arjun Vaidya,nehakarpe@example.org,7667748872,Khora,Tripura,West,Consumer
C140,16431.2,4679.2,4,9,28.477530551633475,Zarna Madan,lvirk@example.org,9097871536,Bathinda,Arunachal Pradesh,East,Corporate
C141,46213.1,15991.099999999999,7,19,34.602958901263925,Vritti Nadkarni,aadhyabhatti@example.org,8188866002,Alappuzha,Tripura,East,Home Office
C142,48009.7,18125.7,7,22,37.754245496222644,Jasmit Amble,lekhaahuja@example.org,8039110309,New Delhi,Madhya Pradesh,West,Home Office
C143,52183.5,14731.5,6,21,28.230187703009573,Warinder Bora,aarnav00@example.com,2391494087,Parbhani,Karnataka,North,Corporate
C144,27078.7,8232.7,6,11,30.402862766676392,Indrajit Rau,oscar29@example.net,8975125788,Shimoga,Chhattisgarh,East,Corporate
C145,34804.4,12986.4,5,12,37.3125237038995,Yashoda Suri,aadi87@example.net,5817278130,Satna,Jharkhand,North,Consumer
C146,46109.6,15649.6,8,25,33.94000381699256,Anita Kalita,ekta90@example.com,1971019734,Katni,Kerala,West,Corporate
C147,36158.1,10987.1,6,12,30.38627582754625,Janya Hora,upasna46@example.com,8867951666,Raichur,Meghalaya,East,Home Office
C148,49514.2,16777.2,4,16,33.883613185712385,Chandresh Walla,adweta44@example.com,5767896180,Sagar,Tamil Nadu,West,Consumer
C149,78550.25,24392.25,8,26,31.053052027205513,George Dave,libni96@example.net,1255116458,Vellore,Uttar Pradesh,South,Home Office
C150,9899.1,2662.1,2,4,26.89234374842157,Faras Bansal,jmenon@example.org,9703906273,Madanapalle,Bihar,West,Corporate
C151,65289.3,20537.3,7,23,31.455843453674643,Ekavir Sekhon,fbanerjee@example.com,3448868476,Aurangabad,Meghalaya,South,Consumer
C152,66503.6,20657.6,8,22,31.062378578001788,Simon Krishnamurthy,hayerkiaan@example.org,8081107975,Solapur,Meghalaya,South,Corporate
C153,77278.45,27932.45,6,25,36.14519959962965,Bhanumati Sampath,chaitanyabalay@example.com,8667608390,Panvel,Goa,South,Consumer
C154,8685.25,2082.25,2,2,23.97455456089347,Hemang Nagy,haridevansh@example.org,8386844818,Kolkata,Uttar Pradesh,East,Home Office
C155,130470.2,41665.2,12,35,31.934648678395526,Anthony Nayar,quincypanchal@example.net,5658915262,Rajahmundry,Haryana,East,Consumer
C156,12320.0,3834.0,3,5,31.12012987012987,Lekha Sampath,kala48@example.com,9823035783,Haldia,Tamil Nadu,South,Consumer
C157,94390.8,31025.8,10,33,32.86951694444797,Jagat Sani,farhanvora@example.com,542830866,Ozhukarai,Bihar,North,Corporate
C158,18536.0,7259.0,2,9,39.161631419939575,Sudiksha Issac,harrisonpatla@example.net,4431022039,Aurangabad,Assam,South,Home Office
C159,77976.9,25085.9,8,29,32.170937803375104,Omaja Bajwa,siya47@example.org,497172102,Hajipur,Mizoram,West,Corporate
C160,7505.0,1367.0,1,2,18.2145236508994,Charvi Dhaliwal,netrasetty@example.org,918538519345,Purnia,West Bengal,East,Consumer
C161,94655.0,26924.0,9,30,28.444350536157625,Nitara Munshi,yug31@example.com,911525430823,Bettiah,West Bengal,West,Corporate
C162,54909.1,17035.1,7,26,31.024183605267613,Turvi Divan,okalla@example.org,915583026899,Ambala,Goa,North,Home Office
C163,86148.0,27812.0,9,26,32.28397641268514,Reva Choudhry,trivedijeet@example.com,918922244386,Dhule,Meghalaya,South,Corporate
C164,31826.1,11349.1,4,15,35.65972582251674,Kiaan Nagar,virkadweta@example.com,918836958679,Satara,Manipur,West,Home Office
C165,43252.95,10439.95,3,13,24.136966380327816,Jyoti Tailor,bhavyachokshi@example.org,911668377821,Indore,West Bengal,East,Consumer
C166,4708.1,1894.1,2,2,40.230666298506826,Eta Murthy,vritti01@example.com,913231442080,Sagar,Nagaland,East,Consumer
C167,64451.3,23679.3,7,22,36.73983302121136,Chakradhar Dugar,karanbhagat@example.org,917476797748,Morbi,Manipur,North,Consumer
C169,12087.0,1697.0,1,5,14.039877554397288,Rajata Bhatti,ssangha@example.com,273658521,Nagercoil,Mizoram,South,Home Office
C170,24438.6,9357.6,3,9,38.29024575875869,Nirja Wason,hemaminhas@example.net,4072968287,Bongaigaon,Madhya Pradesh,West,Consumer
C171,39450.3,16342.300000000001,5,11,41.425033523192475,Panini Aggarwal,geetika90@example.com,911263458835,Anantapuram,Punjab,South,Home Office
C172,61352.9,19703.9,8,24,32.115678313494556,Oliver Hans,sempooja@example.org,7490140579,Moradabad,Manipur,East,Home Office
C173,52446.5,18010.5,6,15,34.34070910356268,Yoshita Sodhi,zachariahdamini@example.org,7688410637,Pallavaram,Maharashtra,West,Home Office
C174,4503.6,1715.6,1,4,38.093969269029216,Eesha Kala,vganguly@example.com,915127507826,Ballia,Manipur,West,Corporate
C175,33172.7,7917.700000000001,6,12,23.86812047255726,Brinda Borra,kondalakshmi@example.org,918622399377,Bardhaman,Sikkim,East,Corporate
C176,37803.0,11935.0,5,13,31.5715683940428,Rajata Gara,balgeetika@example.org,918013504730,Allahabad,Mizoram,East,Home Office
C177,49198.7,20094.7,7,17,40.8439653893294,Xiti Mutti,vparmer@example.net,7225738510,Panvel,Maharashtra,West,Corporate
C178,55128.3,18093.3,7,19,32.82034816963338,Ekaraj Minhas,radhika21@example.com,5744057978,Tirunelveli,Rajasthan,South,Consumer
C179,28607.2,10982.2,4,15,38.389636175508265,Yadavi Dube,ughosh@example.org,662257698,Sasaram,Sikkim,South,Consumer
C180,61557.75,21139.75,6,18,34.34132988941278,Vinaya Naidu,lwarrior@example.net,917543769892,Madanapalle,Assam,South,Corporate
C181,44583.4,13433.4,6,13,30.130945598586017,Vanya Shah,mbhatti@example.org,4445950033,Raiganj,Jharkhand,West,Corporate
C182,46680.85,15340.85,5,13,32.86326191575346,Kala Hegde,masonchada@example.com,915956682109,Pudukkottai,Andhra Pradesh,East,Consumer
C183,26285.2,8029.2,4,9,30.54646721348896,Jeevika Soni,yash86@example.org,4335543640,Motihari,Bihar,West,Home Office
C184,41383.649999999994,16552.65,4,12,39.99804270527129,Vasudha Tiwari,rmallick@example.net,918575385523,Unnao,Uttar Pradesh,South,Consumer
C185,55913.2,16139.2,6,17,28.864740347538685,Aishani Venkataraman,dmalhotra@example.org,911995504842,Sagar,Gujarat,East,Corporate
C186,53431.75,18629.75,8,25,34.86644176917282,Chameli Mital,raghav39@example.org,916728675153,Chandigarh,Karnataka,West,Home Office
C187,43109.85,13723.85,6,17,31.834603924625114,Wriddhish Pal,pillaidhruv@example.org,5177613752,Bhopal,Meghalaya,West,Consumer
C188,23612.6,9040.6,3,13,38.28718565511634,Veer Bandi,varghesevinaya@example.org,6947090549,Madhyamgram,Telangana,East,Consumer
C189,18408.7,6366.7,3,11,34.5852776133024,Ekansh Borde,anthonysanghvi@example.com,688322595,Kishanganj,Arunachal Pradesh,North,Consumer
C190,64651.85,15757.849999999999,9,27,24.37339380079611,Onkar Sastry,ati17@example.net,6408173830,Pimpri-Chinchwad,Assam,North,Consumer
C191,13443.9,4625.9,2,7,34.40891407999167,Chandran Batra,daniaishani@example.org,6390575820,Bhiwandi,Andhra Pradesh,North,Consumer
C192,49469.25,16016.25,5,17,32.37617307721463,Bina Ratti,ememon@example.net,4162511571,Sagar,Punjab,East,Corporate
C193,43226.05,16179.05,4,13,37.42893463548022,Ranveer Ghosh,jhalakprabhakar@example.net,7738544965,Kochi,Maharashtra,West,Consumer
C194,22777.1,8733.1,2,6,38.341579920182994,Ijaya Kar,aachalmani@example.net,919302388131,Bellary,Nagaland,North,Corporate
C195,69304.3,23581.3,7,23,34.025738662680375,Zarna Hora,subramaniamsudiksha@example.com,9567245046,Parbhani,Sikkim,North,Consumer
C196,38910.35,14799.35,3,12,38.03448182809973,Rachit Mutti,divya66@example.com,912082784716,Satara,Jharkhand,West,Corporate
C197,42080.55,13418.55,4,16,31.887772379400932,Avni Guha,buchpratyush@example.com,5640809832,Secunderabad,Bihar,South,Consumer
C198,28866.35,10597.35,6,14,36.711776861293515,Balhaar Apte,parsayug@example.org,9110742440,Serampore,Madhya Pradesh,North,Consumer
C199,51030.85,19338.85,6,23,37.89639012479706,Tanmayi Aggarwal,bahadurjitkumer@example.org,919269048809,Nangloi Jat,Himachal Pradesh,South,Home Office
